1.294379370207229840e+03,1.294605092271164040e+03,1.294560865439267900e+03,1.294699446211714530e+03,1.312623157561986091e+03
2.206436206567218838e-01,1.585688054609148689e-01,1.652332756992852258e-01,1.434245655558405719e-01,1.810262690485573145e-01
3.196981286051104026e-03,1.631463959237176332e-03,1.708274154041576230e-03,1.334619327648570815e-03,2.072150198965029815e-03
